"A[0,1]",b[0],"Q[0,0]",p[1],x
1.5086635373300301,-0.9369204492617189,0.24885501304859847,0.6584914710171408,"[-1.6390314058252475, -1.023426082913764]"
1.5438687141081378,-1.0960091743793856,0.05027546991288112,0.18136864159352262,"[-2.3887276582762795, -1.282995495619418]"
2.104864657639126,-1.1293519050322334,0.857859756821646,0.7487051813245019,"[-0.892451002593373, -0.6935881614819601]"
1.6167274036030013,-0.9713805336952905,0.3206694432933499,0.7761197010925989,"[-1.5996842837381555, -0.9673194207187003]"
2.1628859642400307,-1.1757630610141512,0.5141087487227516,0.812661194821933,"[-1.4281807186939641, -0.7881833650797422]"
2.2009243663435787,-0.642559550000255,0.5318039577488219,0.3970041027312843,"[-1.4906988211589591, -0.5428191207681394]"
1.7841961413285852,-0.7239729625554695,0.49415899173727196,0.9136997914341791,"[-1.5028885937543415, -0.7177645697175118]"
1.795975521885952,-0.8412827844126028,0.004089714051357718,0.2521074031282712,"[-5.787727671425277, -1.6620589316473064]"
1.72888117697051,-1.0713464559203085,0.5659282219423012,0.8356058044028896,"[-1.109605930226859, -0.8573963051482055]"
1.9491706824640238,-0.6616603422573702,0.5802978092400918,0.20977815124974497,"[-1.2290341644508755, -0.5730055353875015]"
1.758677803154318,-1.1883039859541862,0.7323700800036578,0.09617578330277876,"[-0.6855987572338044, -0.8200733052111255]"
1.9303257906639573,-0.978678887540723,0.6880091152671329,0.4123831808632368,"[-0.9859887925960309, -0.6961943395267836]"
2.0655967457278277,-0.7581117961154638,0.036711425138537535,0.5568083745697213,"[-6.77620601569998, -1.5820939858930223]"
1.8097390256593515,-0.7868471756518506,0.8773811856725312,0.0768134460722778,"[-0.7464897632536925, -0.5875662057846746]"
1.7889191656525096,-0.8272612107891748,0.5310236839132294,0.5495904453539026,"[-1.2530524581896874, -0.7218786981242968]"
2.0518784897247033,-1.0134647855556966,0.8556336717998442,0.8679747826404816,"[-0.9326756091779891, -0.6622814180546367]"
2.0128183222082816,-0.8030046716961016,0.03920426230449958,0.472414095053345,"[-6.1558939305518, -1.5317338598693893]"
1.5552389287599253,-1.1215066572727215,0.8304958515717838,0.7655300046215306,"[-0.6666631586618584, -0.8798865320848382]"
1.658233932477487,-1.1805986897086076,0.33914117400693367,0.6308060991220598,"[-1.3580047553787455, -1.0152932110500639]"
1.630665488285799,-0.8824726682631264,0.12178429879189234,0.35655138535907616,"[-2.575231047304524, -1.1261164865900615]"
1.4904371166319343,-1.1428463771789408,0.7368406689346144,0.8963461241034575,"[-0.7060768812842113, -0.9422551571882368]"
1.8721496139473344,-0.9660335367839085,0.9386847922369234,0.1854975477538391,"[-0.6916284376283758, -0.6528365104994547]"
1.9068380827979847,-0.7882816461181544,0.4630866083259574,0.5603545778193452,"[-1.5061194482735165, -0.7059525772529084]"
2.4083008733439977,-0.8714722591973287,0.12128000482919266,0.688512920406555,"[-4.884114618518537, -1.1130305180162585]"
1.7855559048450544,-1.1296337074625356,0.06541037151656426,0.7979384077214497,"[-3.968179691983581, -1.4557949961726178]"
2.0018628163659677,-0.9874122417593496,0.7414816648956862,0.5538995569144952,"[-0.9816556442084343, -0.6748765581039606]"
1.3010031902778971,-0.8114577136302072,0.5327929399469133,0.7111216021462081,"[-0.8631241787169776, -0.8694464115689184]"
1.4416899419500357,-0.735337793706445,0.6270642882874661,0.5764213798916794,"[-0.9150253472596929, -0.7451369524583117]"
1.778850139839266,-0.8222839913567623,0.43000613682293387,0.7154071782473109,"[-1.535887066463108, -0.7820587345908611]"
1.324893114481128,-1.1767585580406803,0.936590569347772,0.6192211344264377,"[-0.3656456817180179, -0.9904127474022553]"
1.3294636699784752,-1.0811875163049955,0.10952413456608368,0.6145739495341713,"[-1.435548598552878, -1.2131895140291156]"
1.2651500886526403,-0.8093744684204801,0.6787545511250547,0.760021041963413,"[-0.7058747981184339, -0.8464017882311499]"
1.7989949171395885,-0.9829710834153402,0.4229095091566494,0.4735976409836591,"[-1.3816457934020496, -0.8308653382667814]"
1.657249541555259,-1.110819286955566,0.6135079599781331,0.08949378066913494,"[-0.7474599518072581, -0.8373349432980322]"
2.2235618060038607,-0.828599928130903,0.40994523124592464,0.7608941438398275,"[-1.907033110499486, -0.6903125396483497]"
1.9564032707500167,-0.9857094076935188,0.10089169687600485,0.4906219441127938,"[-3.8706243388565773, -1.2366367412302526]"
1.2870510471760468,-0.7697523885927297,0.599352217069219,0.06192947016252248,"[-0.591492176365919, -0.7682964391706237]"
1.8116060517389705,-0.9401286746787899,0.6510642380865361,0.9599935535082902,"[-1.1307206949640058, -0.7501296143481746]"
1.2255571719796772,-0.6287061204696988,0.4524863612457549,0.8228048602772483,"[-1.0785240300751862, -0.8389518678572148]"
2.34552771969139,-0.6381879787464974,0.8756913163872309,0.6099890584845439,"[-1.0178049068047959, -0.4328130620042365]"
1.9825219207889646,-1.211844261073016,0.6336387067513141,0.9909437614250004,"[-1.1410943166373693, -0.8244535430634807]"
1.239224059509377,-0.826293446848499,0.5672279227614773,0.3508447511863323,"[-0.6069889999664845, -0.8482063401809112]"
1.8351580438247477,-0.6899455619542209,0.18983071179041278,0.8701318908733873,"[-3.0380173123864673, -0.9891272282080716]"
1.7391806579381532,-0.8183772249926292,0.9984947932718198,0.971468288669887,"[-0.7987685272759629, -0.6406667547244669]"
1.9290447499084127,-0.9880370561052579,0.8806828903046121,0.5194981663630173,"[-0.8117890270059054, -0.6680600579222955]"
1.2899091547742343,-0.8239457102959049,0.8658436898889704,0.20980974328797963,"[-0.4581296491710942, -0.7703128210780047]"
1.7445936634078398,-0.7030882288667086,0.7123655106056626,0.08695058975022785,"[-0.8987508529782116, -0.5938224795005093]"
1.689574292862858,-0.9493948021629818,0.6319335926622963,0.8006607678955153,"[-1.0384759121630573, -0.789570872316815]"
1.7275780286196956,-1.0400009522039504,0.5726186948984952,0.8324399901904184,"[-1.1136468698326245, -0.8407652455171497]"
2.032178997959388,-1.0155835885067166,0.08453668753558374,0.5390541396499771,"[-4.478849884848221, -1.3160831875083343]"
2.1916216354937013,-0.8532859765250174,0.7715491151469841,0.06376558612597472,"[-0.948836253886103, -0.5496970542330311]"
1.7907700289244588,-0.6962750036346894,0.6272726615727804,0.8222213350627334,"[-1.2292052775427933, -0.6430552981801716]"
2.0446693571052816,-1.0301023606630577,0.009739306767111877,0.8629526983705768,"[-8.157582185199075, -1.981548796953427]"
1.2986794097644814,-1.1646341371202924,0.4643979421851653,0.5682605866368631,"[-0.5572412363175661, -1.055712579043203]"
2.2329325284053088,-1.1238449205821153,0.897950106849889,0.1326293321284856,"[-0.7868875074682746, -0.6338311828349918]"
2.341446517705798,-0.9645230780788331,0.7233158722465596,0.6932266080468371,"[-1.145020387446641, -0.5930651772662033]"
2.3676708302290126,-1.072614934066007,0.44007951939483003,0.8211858813930899,"[-1.7835603979180576, -0.732041350045192]"
2.3511783115985136,-0.9507851677082437,0.5496542458224903,0.964135087183852,"[-1.5394327259362726, -0.6469008959874261]"
2.1062431758654645,-0.7033387549238596,0.970634854561275,0.6199942107453431,"[-0.8772378458534744, -0.48819728081692176]"
1.2979285596444912,-0.8873297709347697,0.8104195349133065,0.011376599891114836,"[-0.3962734337766637, -0.796736096198233]"
2.0121959630583435,-1.2520014998343367,0.9120410518448812,0.6719934587504555,"[-0.7695647744378507, -0.7638632936179343]"
1.4420795563315993,-1.0849363961153367,0.5088290706297707,0.3699648726488408,"[-0.7291459751743844, -0.9396199342149371]"
1.6810506738183535,-1.2456899580013958,0.9221914705634181,0.1357366549579372,"[-0.5057838579211803, -0.8524600707695791]"
1.8570550769867933,-1.2323206231175796,0.9757118743819946,0.507347028969027,"[-0.6430086995297206, -0.7918377515646926]"
1.3786559214349294,-0.9533837827291881,0.19227143649086287,0.851488703803183,"[-1.6423248026914212, -1.1327618260425925]"
2.0587983775314855,-0.9427829488069722,0.5856433616637569,0.18233135729980543,"[-1.150723647494644, -0.6649522091232429]"
1.563173394502854,-0.766945702840275,0.02379420287949452,0.4738528146626343,"[-3.971893826381525, -1.4317711256338561]"
1.6151997768877044,-1.2535727877272822,0.0744633567170605,0.8661841274241269,"[-2.8623813193272687, -1.4324980238368563]"
1.2865443841804478,-0.8877006591658227,0.28539357727571235,0.40708234466969895,"[-0.9760554200457859, -0.9709920753688446]"
1.8142467710867,-0.8516529494105791,0.3915499450637777,0.6479350167143632,"[-1.6352788156037155, -0.8032800349281283]"
1.4318794861066613,-1.0437912328482346,0.8907141462513546,0.18681534485194506,"[-0.44218736579701007, -0.8433490317999047]"
1.5994612587618557,-0.6774311535940893,0.4965739687219931,0.9750778984238045,"[-1.4169273022065991, -0.7516599480093967]"
2.0426683192163955,-0.8087116790877632,0.7937770152527224,0.9421856379369533,"[-1.070661101152889, -0.590050057757716]"
1.4861346632775738,-0.9839583248042877,0.4819886734602964,0.008747623212385758,"[-0.7588007923304418, -0.8512099097088796]"
1.2755874014806428,-1.1314588042076201,0.8229568231964389,0.52810198694119,"[-0.353806682123247, -0.9897449552243107]"
1.6171454861734442,-0.898041228298715,0.4946958244177577,0.4963043211920283,"[-1.12271943642514, -0.812473742604773]"
1.8805128452075623,-1.0718548064735811,0.06513073580050743,0.5080323511932852,"[-4.204990869740709, -1.398210322070579]"
2.12542453567401,-0.9290004738270002,0.041557924792540724,0.9287932904543634,"[-7.035355056196474, -1.6631199460939747]"
2.2559498596463325,-1.144738674949937,0.5455450376368033,0.08466598570771033,"[-1.219580638498047, -0.7076674898582712]"
2.380904166492875,-0.9628660378388808,0.6700554476345101,0.8655043657052299,"[-1.2736689961904812, -0.6025539702967816]"
1.603481607832239,-1.2151511377472246,0.42022857410349257,0.6819723048246698,"[-1.089739596269465, -1.0095423946806796]"
1.334305106580638,-0.7996779787713739,0.984020376454072,0.4174555243860193,"[-0.5075585365487726, -0.7402159519692406]"
1.9753798657407091,-0.9441925689516226,0.6263310474845208,0.5106067565330142,"[-1.129905989975189, -0.6898427374325218]"
1.827585090539763,-1.0513658279427276,0.648075726769299,0.347687941620344,"[-0.9343924053896344, -0.7646472424101953]"
2.360916517798243,-0.6362427267172557,0.2620016346840395,0.28938809438215807,"[-2.7351200390387445, -0.698589428289869]"
1.7887672564478434,-0.6914899261811521,0.8140020241420313,0.524018288654597,"[-0.9212173022170149, -0.5773261303625727]"
1.679965654748618,-1.1697622144303164,0.436397094471638,0.473045099456165,"[-1.105654605396581, -0.9400719217306001]"
2.078610854911893,-1.2131590634865834,0.5261952611042934,0.15541364805142965,"[-1.1516453166388574, -0.7888537725886275]"
1.985226858483657,-1.0768621613188456,0.7705290500405642,0.7528591037439086,"[-0.9564436876746283, -0.720885815940147]"
2.318353628208935,-1.0717559462075739,0.5579863621580622,0.8887207998025098,"[-1.4504711820496823, -0.694027077509032]"
1.6707920181742706,-0.7350386440969422,0.9691799801806954,0.04794524923928878,"[-0.6430558290112244, -0.5824912860044393]"
2.2833184886501345,-0.9755981842385815,0.7714495012940816,0.6865440880340345,"[-1.062376769404657, -0.5996074692986139]"
2.301125528116993,-0.9371867781009205,0.7949500262000029,0.42854063724752756,"[-0.9995838196027621, -0.5681677537553645]"
1.9924265175948574,-0.6975098079983376,0.18990957985854184,0.15529532054357464,"[-2.8394689015107244, -0.8779386191658939]"
1.2689540538518345,-0.9859786807252954,0.367025112037488,0.9652099743614796,"[-0.965821858100288, -1.0589130336558872]"
1.8344830798732308,-1.1816040568167419,0.33368122159301106,0.022964141016681983,"[-1.3476272197308035, -0.9162010144574628]"
2.2916246956563797,-1.0106528342674501,0.509575282956918,0.3847089431209044,"[-1.442877359433653, -0.6742308377851826]"
2.3762663090968354,-1.1737923255526723,0.559736793457921,0.5403041382650134,"[-1.3487184705013873, -0.7041920183226706]"
2.3049192085000954,-1.1176658528836998,0.7987554065472355,0.7476644411698209,"[-1.0115884946046787, -0.6474633998742936]"
2.1534909743107327,-0.8380415182751776,0.6310200730283253,0.512611289064931,"[-1.2328517909581118, -0.6012009661491607]"
2.066121085014417,-0.9357737751359727,0.888844271037028,0.5164816502040989,"[-0.8617129547029525, -0.6073922506740661]"
1.2300558279881992,-0.9018738524602162,0.8262257153361003,0.8949639366996884,"[-0.5528395777783727, -0.899667753651004]"
2.369721263614971,-1.1917181896204618,0.09114851727297468,0.16977005845274806,"[-4.808604362285837, -1.2544892447920317]"
1.9429226309399017,-0.7172302653463318,0.8959475749755668,0.5159353210593304,"[-0.8828435276609158, -0.5374527330454079]"
2.1308577505106006,-0.9712907397423144,0.025209905245521247,0.11699538144632249,"[-6.75542243522821, -1.6300713008195649]"
2.148352680415363,-0.9924574225433236,0.33772092121778774,0.536235346134382,"[-1.9993562733034038, -0.8066665844970409]"
1.6818789662910099,-0.6905645143210661,0.46379458117628236,0.20828127879988778,"[-1.2713123718848356, -0.6905664959881667]"
1.575462735249073,-1.0543045438770688,0.9880373093557729,0.2604871123954352,"[-0.5106796850607863, -0.7892643303189475]"
2.2427983900154462,-0.9422786173458491,0.2943628969306724,0.9721962941082279,"[-2.531752064505392, -0.8382500945318162]"
1.902294777202961,-1.0838408236785837,0.3694413756712802,0.8044130194245096,"[-1.705008508172191, -0.9017337711033211]"
1.6729333787269665,-1.1326391110836957,0.18933680853026436,0.9247368403727173,"[-2.244519796139798, -1.1739814276697522]"
1.3378573215312657,-0.8624576876426876,0.20148581163858892,0.8898727521343002,"[-1.6478536934920298, -1.1008726717514048]"
1.4143667234956463,-1.1260069133426047,0.8021844023354069,0.08855967323621972,"[-0.39460279460982023, -0.8994590035462023]"
2.3325947035027728,-0.8151912895090903,0.763299950787437,0.4639655598391501,"[-1.081351947019125, -0.5211862470331784]"
1.6617802700390831,-1.1248940011226898,0.8521900654164505,0.8091780183960936,"[-0.7268290280520433, -0.8389232643497329]"
2.3004112914016415,-1.1126247694892104,0.5075491687637735,0.06353768833473639,"[-1.326795380551114, -0.6972927100025256]"
1.774439576639566,-0.6914143509634327,0.3017281041430746,0.1099217924839001,"[-1.8012552182688262, -0.7656423157222245]"
1.8913463761581264,-1.0804565394362853,0.072892279474849,0.9609006600192896,"[-4.536164163926145, -1.4596048554989305]"
2.021980264050688,-0.8275048794256668,0.17431417657987347,0.9074546239030535,"[-3.423218878875226, -1.0363305699520646]"
1.4943105210907646,-0.8081931238144523,0.30554500092781145,0.39217321575560116,"[-1.4188307846941752, -0.892530422370213]"
1.4570725005580367,-0.9410451233198306,0.7647706850126853,0.650222738101546,"[-0.7017940295556563, -0.8242448238325519]"
1.7980111072948193,-1.1858775495461695,0.7008988485369506,0.9521114416167237,"[-0.9520935596226734, -0.8556821474597325]"
1.3984110698119867,-1.0688919231015015,0.5042414573979749,0.45696431818763983,"[-0.7187200104490319, -0.9547267989058061]"
1.5635892687008826,-1.058509715259678,0.2600044026995415,0.9606868889161833,"[-1.742679407196047, -1.0897908865729344]"
1.7811027628747684,-1.0983430641342884,0.5479875549935098,0.7296160191657075,"[-1.1317404198471763, -0.8520178755097726]"
1.9397734814650107,-1.014708650493962,0.37529621495951493,0.03596210335006056,"[-1.4591363041889158, -0.8017235073627209]"
2.4075991840164908,-0.8811914770351302,0.9873072634055665,0.6861562686475389,"[-0.8850322652975418, -0.5021600660655153]"
1.3107459982876546,-1.2091324071823837,0.8384861194175083,0.42435448824772337,"[-0.31342921400423845, -1.0110458344957702]"
1.641711402365656,-0.6776536431262891,0.0745952104711829,0.5655130734996443,"[-3.7316603311540346, -1.254686516412647]"
1.2323114095309833,-0.7435928275213783,0.9167527783683069,0.8313077348422919,"[-0.5941908646641064, -0.7820074887432581]"
1.7013588476395585,-1.2380977361983068,0.9243818422713646,0.1666589712916403,"[-0.5259917837828136, -0.8422216298712403]"
1.6596437690230752,-0.6302554705823599,0.6495824921572464,0.22645295433939439,"[-0.9965935592168075, -0.6021692233967486]"
1.3310102275895161,-1.0418144803273564,0.19258081599392007,0.7036698540197441,"[-1.2764646326287528, -1.1379383510365808]"
1.3589169954324554,-1.1690414183730324,0.14860241793744144,0.15658736869601275,"[-0.9132178966012857, -1.1091851893516986]"
2.04678802869842,-0.9245289764726198,0.501046806724409,0.13511825234503605,"[-1.300256359728169, -0.6869956012105273]"
1.5802044070385328,-0.9748347810653429,0.37051239020158044,0.18614455795653073,"[-1.139159139672353, -0.8839178869910569]"
1.688829228743002,-0.7773768141767591,0.9484316129419543,0.8010145988077518,"[-0.7987455612679102, -0.6354854012196228]"
1.2157657277549094,-0.7518590204205151,0.05776691936628575,0.3939492689844937,"[-1.6501166359964823, -1.1211455464790028]"
1.5754715235552255,-0.9467057611255628,0.32929049862239534,0.5796005389758602,"[-1.4389804001938251, -0.9392067615058379]"
1.6893943706939707,-0.8390794208571944,0.3393539018837046,0.9003800004586091,"[-1.8006511365564832, -0.8914599164722813]"
2.372335405617973,-1.1886531259956272,0.03387538387228428,0.6733515812785132,"[-8.13462560459818, -1.771103025446242]"
1.7931697543704694,-0.8377956031117373,0.2186964257679922,0.2658722493073179,"[-2.2077012959301694, -0.9232321170441667]"
1.8742133592866022,-0.9039123132883861,0.7724099701508993,0.9049153097860098,"[-1.0037310027688149, -0.6806519343687013]"
2.1822289064746534,-0.9219199138149577,0.7638064247399576,0.9260759298645526,"[-1.1080084628380071, -0.6105307883934367]"
1.9634025170624956,-0.9639798123118649,0.915803299374844,0.02409809248902861,"[-0.7106439602812028, -0.6250359237065567]"
1.349758631615493,-0.6968662435963104,0.7898121444690922,0.2913188513393621,"[-0.6447741226021669, -0.6932245593693909]"
2.381982301932487,-0.7694314959581262,0.7672440179641845,0.4846835610086163,"[-1.1010951725267308, -0.49423940884946294]"
1.664015193346513,-0.7466303889998889,0.8190664437139433,0.3042110130033968,"[-0.7937249256169473, -0.6253670452750155]"
1.968196455400131,-0.9721094674829724,0.5797872280195647,0.8792245977573317,"[-1.2923821627004681, -0.7371207203492124]"
1.7291186724678296,-1.2326949000951886,0.16330540388604764,0.01599781381046339,"[-1.8118445159915169, -1.1010168367266562]"
2.0233480502752554,-1.1024400546364843,0.9958585298137624,0.026054176304448506,"[-0.6435158870665613, -0.6626608815948841]"
1.5888105507867007,-0.659229797732392,0.5138477821717966,0.9932678782242952,"[-1.3907276708811895, -0.739134707844717]"
1.6777715959595534,-0.9308554408799079,0.5404545709754706,0.7350251438030639,"[-1.1575006531210983, -0.8103517638674474]"
1.8690020099341982,-0.9847829680476411,0.20110191163070823,0.31501736448872775,"[-2.3490535215128547, -0.9924307664813288]"
2.0113534223704415,-1.0313015078805916,0.7841659017294982,0.3465062623128713,"[-0.8810748367850502, -0.6749908468695668]"
1.8037172418395437,-0.8141860070750426,0.3193084697652009,0.05525328411436059,"[-1.6447803414302948, -0.7891483799922098]"
1.9494964867817899,-1.0834091426614338,0.754466854996939,0.28546440019490216,"[-0.8547868319478312, -0.7181423029484415]"
1.2879295275713798,-0.789014219410154,0.06674608597038112,0.26016839273353354,"[-1.7349385795005619, -1.1115692697730724]"
1.9685702391996884,-0.877754713302932,0.5325728192418637,0.01953587555833536,"[-1.1772361841135395, -0.6673850443968806]"
2.1225613482250973,-0.7060764549614698,0.8026978390411182,0.6288835690641139,"[-1.0464726425307258, -0.5152664352688625]"
1.7035139737580898,-0.9880323614863211,0.24756587077003933,0.9127127679092772,"[-2.1061744259220747, -1.0379391578060289]"
1.4957712001573062,-1.0936971539205056,0.871896332398981,0.6756233759203178,"[-0.5910993516859666, -0.8775647005382338]"
2.3568248799262492,-1.1852033179702675,0.611575591153102,0.0907341714818799,"[-1.133436960223509, -0.6810094580312577]"
1.3614791292522113,-0.7415358688758391,0.9563689168659902,0.5807483292721303,"[-0.6054547180025946, -0.7093695529062738]"
1.834328462266241,-0.8944756347460434,0.12305173268030478,0.8554180678785898,"[-3.5755654888905744, -1.2096191089126829]"
2.029478475473579,-1.1972098907642255,0.37335240444256523,0.46536963367313744,"[-1.6099328802239945, -0.8837330420275706]"
1.4971311415739155,-0.6320380228360123,0.8471165198274949,0.928853425121626,"[-0.8891355015548296, -0.6421398056989435]"
1.863265621270873,-0.7436319651259998,0.6572813051581722,0.056083921471244524,"[-0.9965334390218505, -0.5971991383315329]"
2.353872545403534,-0.8884242408999925,0.4305373326721469,0.19641137890224192,"[-1.6891900769137043, -0.6432327370424208]"
2.2018873191548685,-0.9289041872271958,0.04520698425710479,0.524534389975035,"[-6.728377516917343, -1.5536879026395614]"
2.31340739574568,-1.0279724467678009,0.470600247171824,0.9199263173232196,"[-1.7056650126924549, -0.7174441127187489]"
1.6023938254020214,-0.6696303894973528,0.37052045499566133,0.24430323943203947,"[-1.4443614652432655, -0.7517572934385705]"
2.272949853751617,-1.236250222753576,0.1573106137309559,0.9287836454071106,"[-3.7364918450972486, -1.1527835976286507]"
1.9941694384541315,-1.2164814901955021,0.6345873091329723,0.7198231552287019,"[-1.075472070144135, -0.8097749417463562]"
1.7768822848981907,-1.0858259320750976,0.7516071452186138,0.3890771231076864,"[-0.792505350161194, -0.7762833212751487]"
2.1515534216981647,-0.8460785658330003,0.6707048832387199,0.24782428851306493,"[-1.1052634875740366, -0.5835133105588753]"
1.7694265481385936,-0.7922425299231174,0.029705929689991195,0.24469525424839744,"[-4.778088736115324, -1.4479334675807667]"
2.3924578377678345,-1.1086735063810216,0.5062635084229412,0.8926739649903623,"[-1.5963757898333697, -0.7105495743262746]"
2.397454266308068,-0.8313316157800635,0.10154900752727836,0.330354513588746,"[-5.14178622132335, -1.141131824701993]"
1.3270865346435032,-0.6353435114436489,0.40758921653982116,0.40558260142141866,"[-1.1108010920688611, -0.788777544209665]"
2.1619876915315035,-0.8370117155110376,0.45038810544811714,0.15139862020647243,"[-1.5358401183550738, -0.6502699478610597]"
2.0968018468683214,-0.8910766023249574,0.15777595863725036,0.011117457408016729,"[-3.0898698397402042, -0.9707839796461343]"
1.6708184856187431,-0.8188899184722104,0.7638517449187439,0.4909241816530189,"[-0.8590971687739923, -0.68056057782716]"
2.25389328576935,-0.8109666435059094,0.2969187783695484,0.07582147536021444,"[-2.209562141915069, -0.7229145430664954]"
2.1530536642581497,-1.07616470547768,0.4245137088732468,0.11263467322740739,"[-1.4833809888348586, -0.7550197845478552]"
1.8495898254933107,-1.0227386761010884,0.02902447877377634,0.5583808952318641,"[-5.220700266836231, -1.5984344636494567]"
1.303392838053599,-0.8246838048439669,0.11771866940629594,0.8475915910916183,"[-1.9485556374081667, -1.1864530969493992]"
1.563150366867993,-1.1365433021774813,0.5920286850597624,0.14048905028226333,"[-0.6791012498691945, -0.8879999234444064]"
2.1381747199535917,-1.180056076795947,0.7023116085933977,0.9900284321308073,"[-1.1165561946165796, -0.74531809555214]"
2.3261088984368414,-1.1256065149748455,0.9626049508684659,0.8460960074853313,"[-0.8699276431128953, -0.6224219720638419]"
2.1499513547542826,-1.1054971423681041,0.44685200625288757,0.06977555866151097,"[-1.3925629480978794, -0.754106464209712]"
1.7243308324321993,-0.9312716310027942,0.06477580932038574,0.09834790224873025,"[-3.31251594402426, -1.2516149378890533]"
2.0185563207909234,-1.0199166572765197,0.7356877376826493,0.19759954692204018,"[-0.9060815101899421, -0.6715307224591441]"
1.6304307637969622,-1.1316331013837824,0.7283881729186027,0.07534907770541888,"[-0.6160369047696517, -0.8340180192492647]"
1.893685647062368,-1.2038754543101222,0.9263283106268128,0.9346787965897244,"[-0.7778150371540056, -0.7878670011602468]"
