"A[0,1]",b[0],x
0.29146495822788354,-0.7058667013879463,"[-1.2940608449522035, -0.7408746132771206]"
0.5761776343516466,-0.9915953538372186,"[-1.1335671097857976, -0.9761401750130698]"
0.6923358288565632,-0.6000641235472945,"[-0.6472115295527511, -0.5128025829289288]"
0.30133542601633084,-1.173114591221737,"[-2.1404562995534744, -1.203788343885399]"
0.49921662976897313,-0.7640751399177658,"[-0.9995728270138386, -0.7724898415657238]"
0.34935271388420847,-1.2370036806467832,"[-2.0690660800675933, -1.298576703357255]"
0.6337060887572001,-0.7994160494305665,"[-0.8673826469586511, -0.7432900227475125]"
0.33480567429122476,-1.1221106405956576,"[-1.9257531920102369, -1.173893169104832]"
0.5093887990775839,-0.7511418815761904,"[-0.9692327222365608, -0.7542238612731529]"
0.46917801835325806,-0.4488669093548309,"[-0.6346558616362916, -0.44458189178277996]"
0.41495063574856716,-0.6467603814595588,"[-0.9680960600805854, -0.6753623024027902]"
0.21692982759862298,-1.157933461424178,"[-2.4423597627129574, -1.0752932034322182]"
0.295095157851017,-0.775487203069644,"[-1.4170699521313752, -0.8098696689317662]"
0.7138767981697338,-0.5553969150281203,"[-0.6004242775816523, -0.45957229880761735]"
0.45195912059470256,-0.508503106606901,"[-0.7283004269458355, -0.515025979730175]"
0.7053335713032095,-0.989558745119508,"[-0.950450572237396, -0.8927986404049643]"
0.4208876265841544,-1.2478804427538266,"[-1.8298242810887544, -1.3189133487802287]"
0.2526126182803658,-0.43431644169866407,"[-0.8275454016820578, -0.47903285703133475]"
0.31383767195240125,-1.0259187877255695,"[-1.826019121148305, -1.0661348041739618]"
0.4335735144710833,-0.5672592170857991,"[-0.8289597754990347, -0.5844855482660118]"
0.727846165219463,-0.512007636122503,"[-0.5610728830692051, -0.4116076861809314]"
0.6536142258961096,-0.4054439121450672,"[-0.4999999851447524, -0.3333333234515311]"
0.6946631264601008,-1.0197958799207325,"[-0.9876094138543987, -0.9297884839457128]"
0.34361057026472464,-0.7653525747131135,"[-1.2868979917215813, -0.809453333074405]"
0.24647958751166288,-0.619103744762982,"[-1.2159457773057525, -0.6440700511277139]"
0.25361216026043665,-1.1655658253729877,"[-2.3129905084020956, -1.1429828783271392]"
0.28947662249516903,-0.7770626411580526,"[-1.4337042144724592, -0.8092756165027821]"
0.6618480149382642,-0.9442419242100765,"[-0.964656324275254, -0.8748621699637452]"
0.46751859219579384,-0.6710955125888957,"[-0.9269361469177426, -0.6848073986634516]"
0.531406071360296,-1.1816170699598527,"[-1.430725062010232, -1.20425559619648]"
0.6952287574896991,-0.5457838590099039,"[-0.6014405240014726, -0.45751876805944697]"
0.6376905508961884,-1.0134044185722244,"[-1.0586593973975595, -0.9606525029750743]"
0.2295776332967405,-1.2119465026435372,"[-2.507020872864722, -1.1446921055470733]"
0.21989578725253647,-1.0861601361665252,"[-2.275902766082979, -1.0209835208448703]"
0.42703849016672935,-1.2771171178440575,"[-1.8512236265395805, -1.349408233684176]"
0.6826330874723218,-0.9740355377604644,"[-0.9646566067276927, -0.8918690054803085]"
0.6596219918964361,-0.6615229271700498,"[-0.7204391987840556, -0.5893777858475134]"
0.41845400100357666,-0.4168910843774419,"[-0.628262318806038, -0.42784344662295654]"
0.2794670723972071,-0.7377932127763756,"[-1.3822250504115503, -0.7674850328423696]"
0.29510337326195185,-0.6813733040489405,"[-1.2401261494800762, -0.7179352089563421]"
0.4764029816249353,-0.6460844029539561,"[-0.8828920922822974, -0.6545383648356177]"
0.6497605900399583,-0.5730093611844564,"[-0.6489486118464167, -0.5037536111786447]"
0.48671289629429526,-0.9981703070644717,"[-1.312627417308826, -1.0297927210396092]"
0.440770902840734,-0.9410447105454567,"[-1.3392149108352125, -0.9846880775822465]"
0.3895487634697345,-0.7752249213718216,"[-1.2062104689977768, -0.8177593431991227]"
0.309359770687978,-1.0818322931525726,"[-1.9428529750700472, -1.1193239992456177]"
0.5990218635963892,-1.0006260820509472,"[-1.1053271700724745, -0.9718383466511497]"
0.5503293528120905,-0.7826382216474581,"[-0.9494955041251103, -0.768924935528969]"
0.47024673660296096,-0.8046251339081282,"[-1.0971176134578355, -0.827777371056421]"
0.709781919322523,-1.2455929135126926,"[-1.1476184560671536, -1.1427564777055057]"
0.6640816336548128,-1.2546167348890211,"[-1.2306005730154663, -1.187677676452904]"
0.6928593331309542,-0.38678792731244316,"[-0.4999999859144699, -0.3333333243934962]"
0.5301995323828971,-0.6153632168865404,"[-0.7854060088927242, -0.5997944967702998]"
0.5351801357834144,-0.5478774422226196,"[-0.7040729834201033, -0.5256500195377751]"
0.555615734009913,-1.05900270341783,"[-1.2422468649588885, -1.0595302138337561]"
0.7115199087703964,-0.9576975808351559,"[-0.918266598002201, -0.8573820962679795]"
0.3540198593470591,-0.5407662507489562,"[-0.8895631910037244, -0.5761827219528318]"
0.45946745101994546,-0.5972263447179608,"[-0.8395427242425754, -0.6080472442978779]"
0.6636325175406452,-0.9276367792485705,"[-0.9480761227532687, -0.856946939752624]"
0.27281013312366104,-1.1360083913649608,"[-2.179133137604583, -1.1399684078119026]"
0.5199163932420224,-0.845064516139802,"[-1.0645534532354028, -0.850189914513434]"
0.4879601962022625,-1.2274729384003655,"[-1.5973182845785756, -1.276196098345247]"
0.6044772774785422,-0.8716855741191857,"[-0.9705368917818443, -0.834180390814753]"
0.5094772491929448,-0.7607243139776411,"[-0.9805751665731837, -0.764472612513305]"
0.31823521889464873,-0.6785267450573161,"[-1.1879693100309854, -0.7188549906734516]"
0.6016517289688993,-1.2015032623885278,"[-1.2988632235550925, -1.1796815213869238]"
0.3793236624239472,-0.9288842115442587,"[-1.4702192366528488, -0.9813874715473194]"
0.6873075396084594,-0.7426533237171299,"[-0.7678827448910569, -0.6575439818258099]"
0.39288408145109216,-0.6985409247235261,"[-1.081609369089184, -0.7357049133565731]"
0.5525205372894787,-0.8574783285928405,"[-1.028299526943451, -0.8473297807722597]"
0.3593577594619292,-0.6905829248145022,"[-1.1295410708590583, -0.7316996111126435]"
0.3123284591147254,-1.189057759237217,"[-2.1273593967300513, -1.228340487075989]"
0.49886773958111685,-1.0817191427204784,"[-1.3889655907095748, -1.1142448777731422]"
0.4321359266892566,-0.7142704877374654,"[-1.0384672396009302, -0.743075945234869]"
0.20505913743658058,-1.1875175131907643,"[-2.554311909408424, -1.0751165155506082]"
0.2674534257073531,-0.7923846559066668,"[-1.5185891476757627, -0.8130432362844755]"
0.3410198751300639,-0.5288075444363363,"[-0.8871166575257269, -0.5657958995256196]"
0.3941786776330497,-0.9829324885863507,"[-1.5153985998265256, -1.0381256490036808]"
0.5210477612761577,-0.9237295196902721,"[-1.154573946302862, -0.93390898479708]"
0.5989451454525496,-1.0941030450893772,"[-1.1979743963470357, -1.069469256741217]"
0.3753572832982979,-0.7541778882917773,"[-1.2017145714416557, -0.7971398155592243]"
0.526022650736491,-0.739441921186101,"[-0.9328801924890743, -0.7342957151823748]"
0.292299943754945,-1.156537200668412,"[-2.144101668523877, -1.1795642227094334]"
0.6102422011184288,-0.7524676856042012,"[-0.8478099692055389, -0.7070786183324259]"
0.3952698910241045,-1.2686708772992572,"[-1.9495852866846672, -1.3422817849701352]"
0.6581640823579878,-0.42600713478321434,"[-0.5151751332232001, -0.350920592466139]"
0.36922867459726016,-0.7894805696582505,"[-1.271194134055086, -0.8347405851959799]"
0.40407109603971786,-1.1193969775095227,"[-1.6941214314464002, -1.182978811598599]"
0.5506964425857211,-1.0361600992430455,"[-1.2268080240642147, -1.0381293741277429]"
0.45816949047043876,-0.9290708028000388,"[-1.2845720033135695, -0.9663139991789503]"
0.2791335643908137,-0.7088611345651454,"[-1.3269097361165165, -0.7397781994042567]"
0.5139973011814598,-1.0298126353834434,"[-1.2930464006514713, -1.0511125990821868]"
0.3631828127499209,-0.4668627514482877,"[-0.7562009653899266, -0.4971799670844204]"
0.5977081107628864,-0.379889392041309,"[-0.499999985354927, -0.333333323668298]"
0.4965151846573598,-0.866766419764033,"[-1.1299500406616472, -0.884103128292153]"
0.2801030583341033,-0.9145462336835342,"[-1.7227909413980529, -0.9364502864911621]"
0.6842789207125504,-0.8325573163546272,"[-0.8450768933459434, -0.749129510427343]"
0.7237001207522673,-0.39957817621542807,"[-0.4999999858087285, -0.33333332430301227]"
0.3438491032407014,-0.9542571375174493,"[-1.608303685729483, -1.004388378165731]"
0.558524303314806,-0.5384240602254463,"[-0.6756114978899299, -0.5060469144168225]"
0.42679900163318624,-0.6495540195864234,"[-0.9546887285447273, -0.6750522765893248]"
0.6799692539310852,-1.0590852850723422,"[-1.039196144608779, -0.9789392788487131]"
0.7138813513749085,-0.6190006851805377,"[-0.6502686188144658, -0.5222306213588545]"
0.595947822062112,-0.4030714193647006,"[-0.5150636063473941, -0.34914103266241375]"
0.5966517581267657,-1.1501036671893694,"[-1.2577828914719265, -1.1294875355982277]"
0.6669935650461645,-0.7455634195237907,"[-0.7873829020475827, -0.6708645993700061]"
0.6113589605448252,-0.4465849597346225,"[-0.5516038713301883, -0.38888665579310183]"
0.5017679116900563,-1.0965438374882057,"[-1.4002988728218377, -1.128798309851223]"
0.34196077655702317,-1.025164569263572,"[-1.7350153447640662, -1.0770030903926093]"
0.22790063084896625,-1.132029687475319,"[-2.343962480753157, -1.0733288357000952]"
0.2164169331907408,-0.804851900753634,"[-1.6785927593225862, -0.7824782438542747]"
0.49054056965240694,-0.8971780753032854,"[-1.1784904031982686, -0.9194041714724751]"
0.28067893796560656,-0.934269382709941,"[-1.7592012818442873, -0.9556858562256884]"
0.2968277607195248,-1.0071666346206773,"[-1.8469505366958776, -1.0373576111584788]"
0.3209890171239329,-0.6154556319561315,"[-1.0699010505635114, -0.6554558669831653]"
0.5875473941641609,-0.8751080903249514,"[-0.9966773090615891, -0.8471979239807119]"
0.304898855368005,-0.7925839273166103,"[-1.425054510106955, -0.8299880817582884]"
0.5884034324930975,-1.2808430906847035,"[-1.4060572454082931, -1.2721100434156067]"
0.44276724101092335,-0.5430075880537176,"[-0.784772251808945, -0.5553597358952514]"
0.4600498659026744,-0.6880050569019038,"[-0.9596899279027095, -0.7057262130950472]"
0.4732822750966461,-0.5601855838162438,"[-0.7757028615328917, -0.5631031541239077]"
0.25300777333392255,-0.4213293781716167,"[-0.8006095649077787, -0.4672603695418556]"
0.45454304267795875,-0.36431547431547706,"[-0.5316570263818307, -0.358671582638495]"
0.5101707933276491,-1.189681352564029,"[-1.4921321253492967, -1.2246182900197136]"
0.6436241717859295,-1.011300958232485,"[-1.0482261683985887, -0.9546651254188169]"
0.5313030623440042,-0.9497811616108227,"[-1.1662151679822435, -0.9566206747850547]"
0.49943898842424206,-0.8207128816429731,"[-1.0684969042907604, -0.8333011138635337]"
0.5311606758050593,-0.517615068954458,"[-0.6727931545917036, -0.494949171178618]"
0.6895577228160613,-1.236280106044001,"[-1.1720468536255915, -1.1493549221265165]"
0.4522771618892963,-0.37089536817905705,"[-0.5417406512678211, -0.36657596145231447]"
0.7007623642532093,-1.2300069264255913,"[-1.1491699830107471, -1.1343852590414167]"
0.5764595381357144,-1.235431447794705,"[-1.3861011829464713, -1.232796984324225]"
0.31900859183196234,-0.9763989578907691,"[-1.720452958444477, -1.0189082140036405]"
0.2094195496685147,-0.44664637455165385,"[-0.9114330792576758, -0.48505515502662516]"
0.23856637595619873,-1.1706224969007744,"[-2.3833992997629765, -1.1245275613962658]"
0.4503403036841167,-0.5946453272333257,"[-0.8469182080326464, -0.6084389026201926]"
0.3385280232410186,-0.994739028166527,"[-1.6933175872397384, -1.0446813724707287]"
0.5211835322498601,-0.9795827980879747,"[-1.2195106007276724, -0.993660786496313]"
0.38751658110461595,-1.1898546501460854,"[-1.855126156432237, -1.2580346794716453]"
0.2598524243937066,-0.7845220286239533,"[-1.5223277800039519, -0.8011206149407331]"
0.26368735084535455,-0.4896859910475203,"[-0.9241062870608832, -0.530255916925568]"
0.5229821266296664,-0.9984531294452951,"[-1.237984269878636, -1.0129521948130173]"
0.7031846207703918,-1.0692142856007625,"[-1.0167058477530173, -0.9731332903416547]"
0.7304912063048493,-0.8327296994377875,"[-0.8033854378975129, -0.7235817576774368]"
0.6009243247162499,-0.5662537359502812,"[-0.6741272408118598, -0.5175877717725768]"
0.5263206866334615,-0.6155112791730217,"[-0.7894464406773879, -0.6015897511541353]"
0.6093993749645825,-1.0886703057322147,"[-1.1743012864409805, -1.0569148476325796]"
0.32581198558638474,-0.36920154343133094,"[-0.62607659353528, -0.4056657535187833]"
0.30510681890991737,-0.6283657364537522,"[-1.121849641597223, -0.6674274123948349]"
0.5241094603213369,-1.2253757199187274,"[-1.4989303346854104, -1.255243644606893]"
0.32062558807373415,-1.1784948605387404,"[-2.0766500170817026, -1.2234869299005908]"
0.24845681289492977,-1.280406529891696,"[-2.5691424964567133, -1.2385921903225305]"
0.26069708721508134,-1.112362328036202,"[-2.178128463683695, -1.103691790955984]"
0.6011481991042225,-0.49737999435796343,"[-0.6061128667919423, -0.44565953319722657]"
0.7248116665802025,-0.8780588295041872,"[-0.8429947638623305, -0.7711014344510307]"
0.43749520859172575,-1.2037430183616475,"[-1.7137659436963157, -1.2683938534875543]"
0.6697745725724793,-0.7688466560862689,"[-0.8049049378433938, -0.6929373686882233]"
0.27631923962676874,-0.3809521114168477,"[-0.6940318585752933, -0.42774282954025006]"
0.3152222800951367,-1.1224162355223797,"[-1.9958305855217267, -1.1636252067914277]"
0.5575554193487406,-0.5216928810487077,"[-0.658253168104444, -0.48870503501327056]"
0.5116865683104848,-1.2898951989551495,"[-1.6076611932514164, -1.3313606525167705]"
0.6614136311842224,-0.6365973718963077,"[-0.6974251736986263, -0.5632693946041926]"
0.23103533239810045,-0.577065628116427,"[-1.1575597139115572, -0.6008464571627814]"
0.28984449829409564,-0.5265716891881868,"[-0.9570653794426836, -0.566611922022249]"
0.53990602906148,-1.2254836026589384,"[-1.4599989756588085, -1.246017294630405]"
0.21264311309238448,-0.40360670817549893,"[-0.8130083777586329, -0.450536420458147]"
0.23427430380123693,-0.8558002938806415,"[-1.738126684647657, -0.8440984324454308]"
0.51250902453559,-0.7802481080668451,"[-0.9994680287002958, -0.7840884673573729]"
0.5593409399503034,-0.920689939938456,"[-1.0862692320843315, -0.9107710947086562]"
0.2842387871030496,-0.3877737051719273,"[-0.6991482927691793, -0.43300952445107355]"
0.45798786173888656,-1.2984745573117118,"[-1.7788498031799918, -1.3646807399022467]"
0.552460568357845,-0.8277155716102917,"[-0.9958980394230733, -0.8157531582721124]"
0.6801300611166214,-0.8796112375801123,"[-0.888555854058638, -0.798680297501417]"
0.20746067233702042,-1.0263415600630066,"[-2.1899513447511225, -0.9506975525337127]"
0.26360785955036986,-0.7338744761459997,"[-1.4116636456336535, -0.756512683292466]"
0.4042582898237079,-1.1762472383181326,"[-1.7788637299554522, -1.2436964978438145]"
0.29726784340397844,-0.8846357251180924,"[-1.6161438442620617, -0.9175844802031098]"
0.45825219212959833,-0.7219193220170788,"[-1.0075934148631933, -0.7429258395882637]"
0.6678985322354657,-0.9233760326958632,"[-0.9393444605541984, -0.8500436194251508]"
0.4812499855820282,-0.5016120317807753,"[-0.693149451162145, -0.4970133572896985]"
0.560888262098483,-0.46405311132564825,"[-0.5941402123827412, -0.4263119320799179]"
0.36369425059421506,-1.1315030607609726,"[-1.8425215379315938, -1.1931169580101764]"
0.5681193039537156,-0.6685697915198617,"[-0.806141930992515, -0.63959583436421]"
0.21527807039255414,-0.9357469454717947,"[-1.9660626593799146, -0.8890888702811559]"
0.4978782147718161,-1.1109086478956947,"[-1.4270758082739763, -1.1461074112842997]"
0.5006042738228297,-0.5949440838376586,"[-0.7912333691352033, -0.5900577392970731]"
0.4979567213337865,-0.73273667327192,"[-0.9630023288407933, -0.7393148347738635]"
